room,occupancy,sample,distance_cm,norm_cc
sim1,empty,0,34.0,0.0011067284889328625
sim1,empty,0,34.35417014178482,0.0008856312919398921
sim1,empty,0,34.70834028356964,0.0
sim1,empty,0,35.06251042535446,0.000498430730942684
sim1,empty,0,35.41668056713928,0.0009345312275335965
sim1,empty,0,35.7708507089241,0.0
sim1,empty,0,36.12502085070892,0.00029055055253808694
sim1,empty,0,36.47919099249374,0.0009997977111844917
sim1,empty,0,36.83336113427856,0.0008381813233214265
sim1,empty,0,37.18753127606339,0.0
sim1,empty,0,37.54170141784821,0.0004859644828703998
sim1,empty,0,37.89587155963303,0.0005662282739508287
sim1,empty,0,38.25004170141785,0.001370149363926799
sim1,empty,0,38.60421184320267,0.0003506686972744447
sim1,empty,0,38.95838198498749,0.0003076876614668877
sim1,empty,0,39.31255212677231,0.000784158632610878
sim1,empty,0,39.66672226855713,0.0007170762594296614
sim1,empty,0,40.02089241034195,0.0007695668352207222
sim1,empty,0,40.37506255212677,0.0012281426791688687
sim1,empty,0,40.72923269391159,0.0006312884291895036
sim1,empty,0,41.08340283569641,7.771140226474479e-05
sim1,empty,0,41.43757297748123,0.000746661305233749
sim1,empty,0,41.79174311926605,0.0006371992183766428
sim1,empty,0,42.14591326105088,0.001019746900052476
sim1,empty,0,42.5000834028357,0.0008924570617295097
sim1,empty,0,42.85425354462052,0.00035651376788208304
sim1,empty,0,43.20842368640534,0.0010481366558760946
sim1,empty,0,43.56259382819016,0.0010455636964516333
sim1,empty,0,43.91676396997498,0.0005728059626802344
sim1,empty,0,44.2709341117598,0.001053866605679388
sim1,empty,0,44.62510425354462,0.0007314422109911791
sim1,empty,0,44.97927439532944,0.0007558555954320569
sim1,empty,0,45.33344453711426,0.0006272275346671352
sim1,empty,0,45.68761467889908,0.0010139156359936302
sim1,empty,0,46.0417848206839,0.0017355703107891892
sim1,empty,0,46.39595496246872,0.000761589792943437
sim1,empty,0,46.75012510425354,6.42591174004283e-05
sim1,empty,0,47.10429524603836,0.00057774196105149
sim1,empty,0,47.45846538782318,0.00032331574117829486
sim1,empty,0,47.812635529608,0.0007753034383740238
sim1,empty,0,48.16680567139282,0.0006324094782088579
sim1,empty,0,48.52097581317764,0.0016346610765795688
sim1,empty,0,48.87514595496246,0.0009590561225510334
sim1,empty,0,49.22931609674729,0.0012727665459171455
sim1,empty,0,49.58348623853211,0.0003080497543558732
sim1,empty,0,49.93765638031693,0.000624175475967546
sim1,empty,0,50.29182652210175,0.0013906550882393678
sim1,empty,0,50.64599666388657,3.756665729417899e-05
sim1,empty,0,51.00016680567139,0.000608954319238333
sim1,empty,0,51.35433694745621,0.0
sim1,empty,0,51.70850708924103,0.0011898214634838043
sim1,empty,0,52.06267723102585,9.548792920372612e-05
sim1,empty,0,52.41684737281067,0.0005804211500169263
sim1,empty,0,52.7710175145955,0.0005083436953629783
sim1,empty,0,53.12518765638032,0.0
sim1,empty,0,53.47935779816514,0.0017741667968334206
sim1,empty,0,53.83352793994996,0.0005714601851157856
sim1,empty,0,54.18769808173478,0.0012588296210801985
sim1,empty,0,54.5418682235196,0.00041666557694794773
sim1,empty,0,54.89603836530442,6.18744466904848e-05
sim1,empty,0,55.25020850708924,0.0006973751923627904
sim1,empty,0,55.60437864887406,0.000602353714260796
sim1,empty,0,55.95854879065888,0.001897287101621498
sim1,empty,0,56.3127189324437,0.0002006673339814475
sim1,empty,0,56.66688907422852,4.2951896397344104e-05
sim1,empty,0,57.02105921601334,0.00030296982403334047
sim1,empty,0,57.37522935779816,0.0008911939277225271
sim1,empty,0,57.72939949958298,0.000953087056438864
sim1,empty,0,58.0835696413678,0.0004476900518022733
sim1,empty,0,58.43773978315262,0.0005221671726177224
sim1,empty,0,58.79190992493744,0.0009256061674958115
sim1,empty,0,59.14608006672226,0.001176396049238486
sim1,empty,0,59.50025020850708,0.0005138390760786042
sim1,empty,0,59.8544203502919,0.0007486251020819629
sim1,empty,0,60.20859049207672,0.0
sim1,empty,0,60.562760633861544,0.00025685825922535543
sim1,empty,0,60.91693077564637,0.0007855486578965719
sim1,empty,0,61.27110091743119,0.0005925902554777568
sim1,empty,0,61.62527105921601,0.0006288890492165343
sim1,empty,0,61.97944120100083,0.001300203405064012
sim1,empty,0,62.33361134278565,0.00040206944370537904
sim1,empty,0,62.68778148457047,0.0002263170649928224
sim1,empty,0,63.04195162635529,0.0008455611160949315
sim1,empty,0,63.39612176814011,0.0007388502312470693
sim1,empty,0,63.75029190992493,7.313719793361934e-05
sim1,empty,0,64.10446205170976,0.0010702056444267041
sim1,empty,0,64.45863219349458,0.0014245291786950463
sim1,empty,0,64.8128023352794,0.00046087415126280686
sim1,empty,0,65.16697247706422,0.00029797032414017634
sim1,empty,0,65.52114261884904,0.0007968968816498451
sim1,empty,0,65.87531276063386,0.0013337364740249962
sim1,empty,0,66.22948290241868,0.00045025699014080854
sim1,empty,0,66.5836530442035,0.00045768112288930874
sim1,empty,0,66.93782318598832,0.0004803460919521563
sim1,empty,0,67.29199332777314,0.0008452477919245326
sim1,empty,0,67.64616346955796,0.0008896776343855374
sim1,empty,0,68.00033361134278,0.0006856846249021387
sim1,empty,0,68.3545037531276,0.001176986109880321
sim1,empty,0,68.70867389491242,0.0015370038693890023
sim1,empty,0,69.06284403669724,0.0003932001968116611
sim1,empty,0,69.41701417848206,0.001105342942542724
sim1,empty,0,69.77118432026688,0.000894470057791601
sim1,empty,0,70.1253544620517,0.0019176235446285118
sim1,empty,0,70.47952460383652,0.0003458746679787003
sim1,empty,0,70.83369474562134,0.0005776109422514327
sim1,empty,0,71.18786488740616,0.0007403569121998267
sim1,empty,0,71.542035029191,0.0001698985084153346
sim1,empty,0,71.8962051709758,0.0005208375196340132
sim1,empty,0,72.25037531276064,0.0008214049554842971
sim1,empty,0,72.60454545454544,8.448784334165753e-05
sim1,empty,0,72.95871559633028,0.0006560365171209636
sim1,empty,0,73.31288573811509,0.0015471427795301852
sim1,empty,0,73.66705587989992,0.0004477953486391502
sim1,empty,0,74.02122602168473,0.00032060378362222416
sim1,empty,0,74.37539616346956,0.0
sim1,empty,0,74.72956630525437,0.0006818578450887696
sim1,empty,0,75.0837364470392,0.0
sim1,empty,0,75.437906588824,0.0010193959688952678
sim1,empty,0,75.79207673060884,0.001432363471080474
sim1,empty,0,76.14624687239365,0.0008642620434652588
sim1,empty,0,76.50041701417848,0.000422598906431968
sim1,empty,0,76.8545871559633,0.0007424917665025477
sim1,empty,0,77.20875729774812,0.0004627565230473775
sim1,empty,0,77.56292743953294,0.00035911021942392293
sim1,empty,0,77.91709758131776,0.0005739545613750147
sim1,empty,0,78.27126772310258,0.0008194226199150988
sim1,empty,0,78.6254378648874,0.0005611418218215373
sim1,empty,0,78.97960800667222,0.0008029629040744553
sim1,empty,0,79.33377814845704,0.0014562586373133104
sim1,empty,0,79.68794829024186,0.0009759052943205524
sim1,empty,0,80.04211843202668,0.0011622921038268374
sim1,empty,0,80.3962885738115,0.00026429558076944204
sim1,empty,0,80.75045871559632,0.001299144759250164
sim1,empty,0,81.10462885738114,0.0009059899424137723
sim1,empty,0,81.45879899916596,0.001199060281053618
sim1,empty,0,81.81296914095078,0.0003305921062272651
sim1,empty,0,82.1671392827356,0.0007647769185313215
sim1,empty,0,82.52130942452044,0.0
sim1,empty,0,82.87547956630524,0.00048670879549433824
sim1,empty,0,83.22964970809008,0.0002752722005951851
sim1,empty,0,83.58381984987489,0.00024005728680784224
sim1,empty,0,83.93798999165972,0.001406186323810084
sim1,empty,0,84.29216013344453,0.00013575408567196754
sim1,empty,0,84.64633027522936,0.0006568683406590346
sim1,empty,0,85.00050041701417,0.0006690427612457673
sim1,empty,0,85.354670558799,0.00087433890932585
sim1,empty,0,85.7088407005838,0.0010631605691877148
sim1,empty,0,86.06301084236864,0.00017415950921962102
sim1,empty,0,86.41718098415345,0.0004998135263641415
sim1,empty,0,86.77135112593828,0.00043296608398685855
sim1,empty,0,87.12552126772309,0.001081478479021678
sim1,empty,0,87.47969140950792,0.0012037715165327861
sim1,empty,0,87.83386155129274,0.0006679714765925317
sim1,empty,0,88.18803169307756,0.0005412912488899842
sim1,empty,0,88.54220183486238,0.0003142866685022556
sim1,empty,0,88.8963719766472,0.0008957685100580462
sim1,empty,0,89.25054211843202,0.0014078873097311921
sim1,empty,0,89.60471226021684,0.0009970693000974397
sim1,empty,0,89.95888240200166,0.00046974578289278406
sim1,empty,0,90.31305254378648,0.0004480698711613166
sim1,empty,0,90.6672226855713,0.0004391647756462562
sim1,empty,0,91.02139282735612,0.00018617236259356907
sim1,empty,0,91.37556296914094,0.0012441586107951553
sim1,empty,0,91.72973311092576,0.000790605261591512
sim1,empty,0,92.08390325271058,0.0006619365163655664
sim1,empty,0,92.4380733944954,0.0015237171886014343
sim1,empty,0,92.79224353628022,0.001005853064542241
sim1,empty,0,93.14641367806504,0.0013115834427380737
sim1,empty,0,93.50058381984987,0.0008261114314958395
sim1,empty,0,93.85475396163469,0.0010788521971433038
sim1,empty,0,94.20892410341952,0.0008383038033534513
sim1,empty,0,94.56309424520433,0.0006059082865821243
sim1,empty,0,94.91726438698916,0.0008466257785748276
sim1,empty,0,95.27143452877397,0.001041434318480987
sim1,empty,0,95.6256046705588,0.0012316340093404812
sim1,empty,0,95.9797748123436,0.0009231493158285899
sim1,empty,0,96.33394495412844,0.0006558338420989811
sim1,empty,0,96.68811509591325,0.0005040621196586918
sim1,empty,0,97.04228523769808,0.0008127074298635618
sim1,empty,0,97.39645537948289,0.00034133525646198046
sim1,empty,0,97.75062552126772,0.0005439530493117797
sim1,empty,0,98.10479566305254,0.0010220621081312876
sim1,empty,0,98.45896580483736,0.0010169319203832518
sim1,empty,0,98.81313594662218,0.0009340984920231173
sim1,empty,0,99.167306088407,0.0004132864997685211
sim1,empty,0,99.52147623019182,0.00030649270621303543
sim1,empty,0,99.87564637197664,0.0008788851845505096
sim1,empty,0,100.22981651376146,0.0008713177818957797
sim1,empty,0,100.58398665554628,0.0006286849230679478
sim1,empty,0,100.9381567973311,0.0007693133678721863
sim1,empty,0,101.29232693911592,0.0012252717411277104
sim1,empty,0,101.64649708090074,0.0005562370070714575
sim1,empty,0,102.00066722268556,0.0008010186012372634
sim1,empty,0,102.35483736447038,0.0003193108596446504
sim1,empty,0,102.7090075062552,0.0005962860175106767
sim1,empty,0,103.06317764804002,0.0003678343538109084
sim1,empty,0,103.41734778982484,0.00011807719852243565
sim1,empty,0,103.77151793160967,0.001014039411403467
sim1,empty,0,104.12568807339449,0.0
sim1,empty,0,104.4798582151793,0.0007592040186325449
sim1,empty,0,104.83402835696413,0.0009215541162605778
sim1,empty,0,105.18819849874895,0.0008373080082852337
sim1,empty,0,105.54236864053377,0.00023245689236295287
sim1,empty,0,105.89653878231859,0.0007427824385098005
